"Àmbit territorial","Codi territorial","Nom territori","Any","Període","Habitatges","Renda","Tram de preus"
"Municipi","25021","Almenar","2010","gener-desembre","6","400,00","> 350 i <= 500 euros/mes"
"Municipi","43011","Almoster","2010","gener-desembre","1",,"> 650 euros/mes"
"Municipi","17006","Alp","2010","gener-desembre","8","504,38","> 500 i <= 650 euros/mes"
"Municipi","25023","Alpicat","2010","gener-desembre","12","526,25","> 500 i <= 650 euros/mes"
"Municipi","25024","Alt Àneu","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","43012","Altafulla","2010","gener-desembre","36","590,48","> 500 i <= 650 euros/mes"
"Municipi","17007","Amer","2010","gener-desembre","12","409,58","> 350 i <= 500 euros/mes"
"Municipi","43013","Ametlla de Mar, l'","2010","gener-desembre","48","367,32","> 350 i <= 500 euros/mes"
"Municipi","08005","Ametlla del Vallès, l'","2010","gener-desembre","53","820,49","> 650 euros/mes"
"Municipi","43906","Ampolla, l'","2010","gener-desembre","35","432,55","> 350 i <= 500 euros/mes"
"Municipi","43014","Amposta","2010","gener-desembre","196","348,84","<= 350 euros/mes"
"Municipi","17008","Anglès","2010","gener-desembre","61","439,80","> 350 i <= 500 euros/mes"
"Municipi","25027","Anglesola","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","25029","Arbeca","2010","gener-desembre","5",,"<= 350 euros/mes"
"Municipi","43016","Arboç, l'","2010","gener-desembre","57","379,60","> 350 i <= 500 euros/mes"
"Municipi","43015","Arbolí","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17009","Arbúcies","2010","gener-desembre","119","381,09","> 350 i <= 500 euros/mes"
"Municipi","08006","Arenys de Mar","2010","gener-desembre","237","607,48","> 500 i <= 650 euros/mes"
"Municipi","08007","Arenys de Munt","2010","gener-desembre","77","554,52","> 500 i <= 650 euros/mes"
"Municipi","17010","Argelaguer","2010","gener-desembre","6","585,00","> 500 i <= 650 euros/mes"
"Municipi","08008","Argençola","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43017","Argentera, l'","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","08009","Argentona","2010","gener-desembre","184","615,49","> 500 i <= 650 euros/mes"
"Municipi","17011","Armentera, l'","2010","gener-desembre","11","473,24","> 350 i <= 500 euros/mes"
"Municipi","25032","Arsèguel","2010","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08010","Artés","2010","gener-desembre","57","398,58","> 350 i <= 500 euros/mes"
"Municipi","25033","Artesa de Lleida","2010","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","25034","Artesa de Segre","2010","gener-desembre","43","322,80","<= 350 euros/mes"
"Municipi","43019","Ascó","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25036","Aspa","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","08011","Avià","2010","gener-desembre","23","379,69","> 350 i <= 500 euros/mes"
"Municipi","08012","Avinyó","2010","gener-desembre","31","365,32","> 350 i <= 500 euros/mes"
"Municipi","17012","Avinyonet de Puigventós","2010","gener-desembre","10","646,00","> 500 i <= 650 euros/mes"
"Municipi","08013","Avinyonet del Penedès","2010","gener-desembre","17","521,47","> 500 i <= 650 euros/mes"
"Municipi","08015","Badalona","2010","gener-desembre","2.549","630,88","> 500 i <= 650 euros/mes"
"Municipi","08904","Badia del Vallès","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","08016","Bagà","2010","gener-desembre","25","344,43","<= 350 euros/mes"
"Municipi","25039","Baix Pallars","2010","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","25040","Balaguer","2010","gener-desembre","136","363,22","> 350 i <= 500 euros/mes"
"Municipi","08017","Balenyà","2010","gener-desembre","26","446,96","> 350 i <= 500 euros/mes"
"Municipi","08018","Balsareny","2010","gener-desembre","20","378,26","> 350 i <= 500 euros/mes"
"Municipi","43020","Banyeres del Penedès","2010","gener-desembre","10","449,00","> 350 i <= 500 euros/mes"
"Municipi","17015","Banyoles","2010","gener-desembre","265","487,18","> 350 i <= 500 euros/mes"
"Municipi","25041","Barbens","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","43021","Barberà de la Conca","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","08252","Barberà del Vallès","2010","gener-desembre","257","651,28","> 650 euros/mes"
"Municipi","08019","Barcelona","2010","gener-desembre","36.873","761,87","> 650 euros/mes"
"Municipi","17016","Bàscara","2010","gener-desembre","11","534,45","> 500 i <= 650 euros/mes"
"Municipi","25044","Bassella","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43022","Batea","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","08020","Begues","2010","gener-desembre","82","859,45","> 650 euros/mes"
"Municipi","08033","Caldes de Montbui","2010","gener-desembre","284","547,90","> 500 i <= 650 euros/mes"
"Municipi","17013","Begur","2010","gener-desembre","11","529,55","> 500 i <= 650 euros/mes"
"Municipi","25046","Belianes","2010","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","17018","Bellcaire d'Empordà","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","25047","Bellcaire d'Urgell","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","25048","Bell-lloc d'Urgell","2010","gener-desembre","8","345,88","<= 350 euros/mes"
"Municipi","43023","Bellmunt del Priorat","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","25049","Bellmunt d'Urgell","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25050","Bellpuig","2010","gener-desembre","58","373,66","> 350 i <= 500 euros/mes"
"Municipi","43024","Bellvei","2010","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","25051","Bellver de Cerdanya","2010","gener-desembre","72","553,55","> 500 i <= 650 euros/mes"
"Municipi","25052","Bellvís","2010","gener-desembre","5",,"<= 350 euros/mes"
"Municipi","25053","Benavent de Segrià","2010","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","43026","Benissanet","2010","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08022","Berga","2010","gener-desembre","263","357,50","> 350 i <= 500 euros/mes"
"Municipi","17019","Besalú","2010","gener-desembre","32","440,63","> 350 i <= 500 euros/mes"
"Municipi","17020","Bescanó","2010","gener-desembre","25","592,00","> 500 i <= 650 euros/mes"
"Municipi","08023","Bigues i Riells","2010","gener-desembre","50","630,25","> 500 i <= 650 euros/mes"
"Municipi","25055","Biosca","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43027","Bisbal de Falset, la","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","43028","Bisbal del Penedès, la","2010","gener-desembre","9","505,56","> 500 i <= 650 euros/mes"
"Municipi","17022","Bisbal d'Empordà, la","2010","gener-desembre","175","439,47","> 350 i <= 500 euros/mes"
"Municipi","43029","Blancafort","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17023","Blanes","2010","gener-desembre","561","458,58","> 350 i <= 500 euros/mes"
"Municipi","17029","Boadella i les Escaules","2010","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17024","Bolvir","2010","gener-desembre","7","610,43","> 500 i <= 650 euros/mes"
"Municipi","43030","Bonastre","2010","gener-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","17025","Bordils","2010","gener-desembre","13","429,85","> 350 i <= 500 euros/mes"
"Municipi","25058","Borges Blanques, les","2010","gener-desembre","45","385,95","> 350 i <= 500 euros/mes"
"Municipi","43031","Borges del Camp, les","2010","gener-desembre","13","389,08","> 350 i <= 500 euros/mes"
"Municipi","17026","Borrassà","2010","gener-desembre","9","514,44","> 500 i <= 650 euros/mes"
"Municipi","08024","Borredà","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","25059","Bossòst","2010","gener-desembre","11","490,00","> 350 i <= 500 euros/mes"
"Municipi","43033","Botarell","2010","gener-desembre","3",,"> 500 i <= 650 euros/mes"
"Municipi","43034","Bràfim","2010","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","17027","Breda","2010","gener-desembre","23","487,89","> 350 i <= 500 euros/mes"
"Municipi","08025","Bruc, el","2010","gener-desembre","19","564,84","> 500 i <= 650 euros/mes"
"Municipi","17028","Brunyola","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","17030","Cabanes","2010","gener-desembre","14","515,21","> 500 i <= 650 euros/mes"
"Municipi","08027","Cabanyes, les","2010","gener-desembre","2",,"> 650 euros/mes"
"Municipi","43036","Cabra del Camp","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","08028","Cabrera d'Anoia","2010","gener-desembre","3",,"> 650 euros/mes"
"Municipi","08029","Cabrera de Mar","2010","gener-desembre","42","769,52","> 650 euros/mes"
"Municipi","08030","Cabrils","2010","gener-desembre","57","950,30","> 650 euros/mes"
"Municipi","17032","Cadaqués","2010","gener-desembre","28","549,48","> 500 i <= 650 euros/mes"
"Municipi","08031","Calaf","2010","gener-desembre","18","369,27","> 350 i <= 500 euros/mes"
"Municipi","43037","Calafell","2010","gener-desembre","279","517,24","> 500 i <= 650 euros/mes"
"Municipi","08034","Calders","2010","gener-desembre","9","364,44","> 350 i <= 500 euros/mes"
"Municipi","08268","Cercs","2010","gener-desembre","5",,"<= 350 euros/mes"
"Municipi","08266","Cerdanyola del Vallès","2010","gener-desembre","752","631,46","> 500 i <= 650 euros/mes"
"Municipi","08068","Cervelló","2010","gener-desembre","62","672,70","> 650 euros/mes"
"Municipi","25072","Cervera","2010","gener-desembre","101","309,70","<= 350 euros/mes"
"Municipi","25073","Cervià de les Garrigues","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17050","Cervià de Ter","2010","gener-desembre","2",,"> 650 euros/mes"
"Municipi","17051","Cistella","2010","gener-desembre","6","622,50","> 500 i <= 650 euros/mes"
"Municipi","25074","Ciutadilla","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","17054","Colera","2010","gener-desembre","9","360,78","> 350 i <= 500 euros/mes"
"Municipi","08069","Collbató","2010","gener-desembre","10","757,50","> 650 euros/mes"
"Municipi","43045","Colldejou","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","08070","Collsuspina","2010","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","17055","Colomers","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","43047","Constantí","2010","gener-desembre","52","403,13","> 350 i <= 500 euros/mes"
"Municipi","08071","Copons","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08072","Corbera de Llobregat","2010","gener-desembre","301","609,01","> 500 i <= 650 euros/mes"
"Municipi","43048","Corbera d'Ebre","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","25078","Corbins","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17057","Corçà","2010","gener-desembre","11","528,26","> 500 i <= 650 euros/mes"
"Municipi","08073","Cornellà de Llobregat","2010","gener-desembre","1.000","619,44","> 500 i <= 650 euros/mes"
"Municipi","17056","Cornellà del Terri","2010","gener-desembre","6","708,33","> 650 euros/mes"
"Municipi","43049","Cornudella de Montsant","2010","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","43050","Creixell","2010","gener-desembre","28","523,04","> 500 i <= 650 euros/mes"
"Municipi","17058","Crespià","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","17901","Cruïlles, Monells i Sant Sadurní de l'Heura","2010","gener-desembre","7","521,43","> 500 i <= 650 euros/mes"
"Municipi","08074","Cubelles","2010","gener-desembre","192","617,46","> 500 i <= 650 euros/mes"
"Municipi","43051","Cunit","2010","gener-desembre","110","557,93","> 500 i <= 650 euros/mes"
"Municipi","17060","Darnius","2010","gener-desembre","4",,"> 650 euros/mes"
"Municipi","17061","Das","2010","gener-desembre","8","728,75","> 650 euros/mes"
"Municipi","43901","Deltebre","2010","gener-desembre","44","323,93","<= 350 euros/mes"
"Municipi","08075","Dosrius","2010","gener-desembre","56","743,39","> 650 euros/mes"
"Municipi","43053","Duesaigües","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","17062","Escala, l'","2010","gener-desembre","85","521,64","> 500 i <= 650 euros/mes"
"Municipi","08076","Esparreguera","2010","gener-desembre","200","540,01","> 500 i <= 650 euros/mes"
"Municipi","17063","Espinelves","2010","gener-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","25081","Espluga Calba, l'","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","43054","Espluga de Francolí, l'","2010","gener-desembre","37","401,57","> 350 i <= 500 euros/mes"
"Municipi","08077","Esplugues de Llobregat","2010","gener-desembre","636","694,53","> 650 euros/mes"
"Municipi","17064","Espolla","2010","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","25082","Espot","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","08078","Espunyola, l'","2010","gener-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","08254","Esquirol, l'","2010","gener-desembre","22","415,91","> 350 i <= 500 euros/mes"
"Municipi","25088","Estamariu","2010","gener-desembre","3",,"> 650 euros/mes"
"Municipi","08079","Estany, l'","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","25086","Esterri d'Àneu","2010","gener-desembre","8","512,50","> 500 i <= 650 euros/mes"
"Municipi","25087","Esterri de Cardós","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43055","Falset","2010","gener-desembre","39","377,37","> 350 i <= 500 euros/mes"
"Municipi","17005","Far d'Empordà, el","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","43056","Fatarella, la","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43057","Febró, la","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08134","Figaró-Montmany","2010","gener-desembre","20","480,54","> 350 i <= 500 euros/mes"
"Municipi","08080","Fígols","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25908","Fígols i Alinyà","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17066","Figueres","2010","gener-desembre","1.511","454,74","> 350 i <= 500 euros/mes"
"Municipi","17067","Flaçà","2010","gener-desembre","14","475,36","> 350 i <= 500 euros/mes"
"Municipi","43060","Flix","2010","gener-desembre","13","634,23","> 500 i <= 650 euros/mes"
"Municipi","25092","Floresta, la","2010","gener-desembre","6","738,33","> 650 euros/mes"
"Municipi","08082","Fogars de la Selva","2010","gener-desembre","4",,"> 650 euros/mes"
"Municipi","08081","Fogars de Montclús","2010","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","17068","Foixà","2010","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08083","Folgueroles","2010","gener-desembre","25","482,08","> 350 i <= 500 euros/mes"
"Municipi","08084","Fonollosa","2010","gener-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","17069","Fontanals de Cerdanya","2010","gener-desembre","3",,"> 650 euros/mes"
"Municipi","17071","Fontcoberta","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","08085","Font-rubí","2010","gener-desembre","9","508,89","> 500 i <= 650 euros/mes"
"Municipi","17902","Forallac","2010","gener-desembre","9","438,33","> 350 i <= 500 euros/mes"
"Municipi","17073","Fornells de la Selva","2010","gener-desembre","19","717,89","> 650 euros/mes"
"Municipi","17074","Fortià","2010","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","08086","Franqueses del Vallès, les","2010","gener-desembre","328","599,48","> 500 i <= 650 euros/mes"
"Municipi","25096","Fuliola, la","2010","gener-desembre","12","372,50","> 350 i <= 500 euros/mes"
"Municipi","08090","Gaià","2010","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","43063","Galera, la","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","08087","Gallifa","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43064","Gandesa","2010","gener-desembre","9","352,64","> 350 i <= 500 euros/mes"
"Municipi","43066","Garidells, els","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08088","Garriga, la","2010","gener-desembre","273","586,03","> 500 i <= 650 euros/mes"
"Municipi","17075","Garrigàs","2010","gener-desembre","3",,"> 500 i <= 650 euros/mes"
"Municipi","17076","Garrigoles","2010","gener-desembre","3",,"> 500 i <= 650 euros/mes"
"Municipi","17077","Garriguella","2010","gener-desembre","15","466,48","> 350 i <= 500 euros/mes"
"Municipi","08089","Gavà","2010","gener-desembre","429","679,21","> 650 euros/mes"
"Municipi","08091","Gelida","2010","gener-desembre","99","516,44","> 500 i <= 650 euros/mes"
"Municipi","17078","Ger","2010","gener-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","25912","Gimenells i el Pla de la Font","2010","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","43067","Ginestar","2010","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17079","Girona","2010","gener-desembre","2.490","547,72","> 500 i <= 650 euros/mes"
"Municipi","08092","Gironella","2010","gener-desembre","57","356,05","> 350 i <= 500 euros/mes"
"Municipi","25099","Golmés","2010","gener-desembre","14","363,66","> 350 i <= 500 euros/mes"
"Municipi","17080","Gombrèn","2010","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08094","Granada, la","2010","gener-desembre","19","504,90","> 500 i <= 650 euros/mes"
"Municipi","25102","Granja d'Escarp, la","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","08096","Granollers","2010","gener-desembre","853","571,77","> 500 i <= 650 euros/mes"
