"Àmbit territorial","Codi territorial","Nom territori","Any","Període","Habitatges","Renda","Tram de preus"
"Municipi","08287","Torrelavit","2021","gener-setembre","17","537,35","> 450 i <= 600 euros/mes"
"Municipi","08288","Torrelles de Foix","2021","gener-setembre","30","468,03","> 450 i <= 600 euros/mes"
"Municipi","08289","Torrelles de Llobregat","2021","gener-setembre","64","741,33","> 600 euros/mes"
"Municipi","25232","Torres de Segre","2021","gener-setembre","8","347,08","<= 350 euros/mes"
"Municipi","25233","Torre-serona","2021","gener-setembre","2",,"> 600 euros/mes"
"Municipi","17198","Torroella de Fluvià","2021","gener-setembre","18","685,39","> 600 euros/mes"
"Municipi","17199","Torroella de Montgrí","2021","gener-setembre","145","534,52","> 450 i <= 600 euros/mes"
"Municipi","43154","Torroja del Priorat","2021","gener-setembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","17200","Tortellà","2021","gener-setembre","9","486,67","> 450 i <= 600 euros/mes"
"Municipi","43155","Tortosa","2021","gener-setembre","638","375,74","> 350 i <= 450 euros/mes"
"Municipi","17201","Toses","2021","gener-setembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","17202","Tossa de Mar","2021","gener-setembre","73","519,15","> 450 i <= 600 euros/mes"
"Municipi","25234","Tremp","2021","gener-setembre","69","352,52","> 350 i <= 450 euros/mes"
"Municipi","17204","Ullà","2021","gener-setembre","10","755,00","> 600 euros/mes"
"Municipi","08290","Ullastrell","2021","gener-setembre","16","809,33","> 600 euros/mes"
"Municipi","17205","Ullastret","2021","gener-setembre","1",,"> 600 euros/mes"
"Municipi","43156","Ulldecona","2021","gener-setembre","38","287,03","<= 350 euros/mes"
"Municipi","43157","Ulldemolins","2021","gener-setembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","17203","Ultramort","2021","gener-setembre","3",,"> 600 euros/mes"
"Municipi","17206","Urús","2021","gener-setembre","2",,"> 600 euros/mes"
"Municipi","08291","Vacarisses","2021","gener-setembre","36","748,42","> 600 euros/mes"
"Municipi","17014","Vajol, la","2021","gener-setembre","2",,"> 450 i <= 600 euros/mes"
"Municipi","17208","Vall de Bianya, la","2021","gener-setembre","12","516,67","> 450 i <= 600 euros/mes"
"Municipi","25043","Vall de Boí, la","2021","gener-setembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","25901","Vall de Cardós","2021","gener-setembre","3",,"<= 350 euros/mes"
"Municipi","17207","Vall d'en Bas, la","2021","gener-setembre","32","634,69","> 600 euros/mes"
"Municipi","08292","Vallbona d'Anoia","2021","gener-setembre","8","469,38","> 450 i <= 600 euros/mes"
"Municipi","25238","Vallbona de les Monges","2021","gener-setembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","08293","Vallcebre","2021","gener-setembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","25240","Vallfogona de Balaguer","2021","gener-setembre","15","382,67","> 350 i <= 450 euros/mes"
"Municipi","17170","Vallfogona de Ripollès","2021","gener-setembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","43159","Vallfogona de Riucorb","2021","gener-setembre","1",,"<= 350 euros/mes"
"Municipi","08294","Vallgorguina","2021","gener-setembre","20","771,27","> 600 euros/mes"
"Municipi","08295","Vallirana","2021","gener-setembre","145","743,23","> 600 euros/mes"
"Municipi","17209","Vall-llobrega","2021","gener-setembre","3",,"> 600 euros/mes"
"Municipi","43160","Vallmoll","2021","gener-setembre","6","429,17","> 350 i <= 450 euros/mes"
"Municipi","08296","Vallromanes","2021","gener-setembre","27","1.107,27","> 600 euros/mes"
"Municipi","43161","Valls","2021","gener-setembre","410","433,61","> 350 i <= 450 euros/mes"
"Municipi","25906","Valls d'Aguilar, les","2021","gener-setembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","25239","Valls de Valira, les","2021","gener-setembre","7","403,57","> 350 i <= 450 euros/mes"
"Municipi","43162","Vandellòs i l'Hospitalet de l'Infant","2021","gener-setembre","73","468,56","> 450 i <= 600 euros/mes"
"Municipi","25909","Vansa i Fórnols, la","2021","gener-setembre","2",,"<= 350 euros/mes"
"Municipi","43163","Vendrell, el","2021","gener-setembre","601","541,07","> 450 i <= 600 euros/mes"
"Municipi","17210","Ventalló","2021","gener-setembre","7","825,00","> 600 euros/mes"
"Municipi","25242","Verdú","2021","gener-setembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","17211","Verges","2021","gener-setembre","12","467,50","> 450 i <= 600 euros/mes"
"Municipi","43164","Vespella de Gaià","2021","gener-setembre","6","600,00","> 450 i <= 600 euros/mes"
"Municipi","08298","Vic","2021","gener-setembre","842","543,48","> 450 i <= 600 euros/mes"
"Municipi","17212","Vidrà","2021","gener-setembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","17213","Vidreres","2021","gener-setembre","54","631,57","> 600 euros/mes"
"Municipi","25243","Vielha e Mijaran","2021","gener-setembre","42","597,62","> 450 i <= 600 euros/mes"
"Municipi","43165","Vilabella","2021","gener-setembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","17214","Vilabertran","2021","gener-setembre","5",,"> 450 i <= 600 euros/mes"
"Municipi","17215","Vilablareix","2021","gener-setembre","19","854,68","> 600 euros/mes"
"Municipi","08299","Vilada","2021","gener-setembre","4",,"> 350 i <= 450 euros/mes"
"Municipi","17217","Viladamat","2021","gener-setembre","4",,"> 600 euros/mes"
"Municipi","17216","Viladasens","2021","gener-setembre","4",,"> 600 euros/mes"
"Municipi","08301","Viladecans","2021","gener-setembre","622","739,82","> 600 euros/mes"
"Municipi","08300","Viladecavalls","2021","gener-setembre","31","841,83","> 600 euros/mes"
"Municipi","17218","Vilademuls","2021","gener-setembre","7","662,86","> 600 euros/mes"
"Municipi","17220","Viladrau","2021","gener-setembre","12","516,17","> 450 i <= 600 euros/mes"
"Municipi","17221","Vilafant","2021","gener-setembre","35","573,43","> 450 i <= 600 euros/mes"
"Municipi","08305","Vilafranca del Penedès","2021","gener-setembre","674","547,05","> 450 i <= 600 euros/mes"
"Municipi","25244","Vilagrassa","2021","gener-setembre","4",,"> 350 i <= 450 euros/mes"
"Municipi","17223","Vilajuïga","2021","gener-setembre","10","603,00","> 600 euros/mes"
"Municipi","43175","Vilalba dels Arcs","2021","gener-setembre","2",,"<= 350 euros/mes"
"Municipi","08306","Vilalba Sasserra","2021","gener-setembre","17","525,88","> 450 i <= 600 euros/mes"
"Municipi","25245","Vilaller","2021","gener-setembre","2",,"> 350 i <= 450 euros/mes"
"Municipi","17224","Vilallonga de Ter","2021","gener-setembre","3",,"> 450 i <= 600 euros/mes"
"Municipi","43166","Vilallonga del Camp","2021","gener-setembre","28","452,80","> 450 i <= 600 euros/mes"
"Municipi","17225","Vilamacolum","2021","gener-setembre","3",,"> 600 euros/mes"
"Municipi","17226","Vilamalla","2021","gener-setembre","12","605,83","> 600 euros/mes"
"Municipi","25247","Vilamòs","2021","gener-setembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","17228","Vilanant","2021","gener-setembre","3",,"> 600 euros/mes"
"Municipi","25248","Vilanova de Bellpuig","2021","gener-setembre","5",,"> 350 i <= 450 euros/mes"
"Municipi","25254","Vilanova de la Barca","2021","gener-setembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","25250","Vilanova de Meià","2021","gener-setembre","2",,"<= 350 euros/mes"
"Municipi","08303","Vilanova de Sau","2021","gener-setembre","4",,"> 450 i <= 600 euros/mes"
"Municipi","25251","Vilanova de Segrià","2021","gener-setembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","08302","Vilanova del Camí","2021","gener-setembre","107","442,40","> 350 i <= 450 euros/mes"
"Municipi","08902","Vilanova del Vallès","2021","gener-setembre","67","815,19","> 600 euros/mes"
"Municipi","43167","Vilanova d'Escornalbou","2021","gener-setembre","4",,"> 350 i <= 450 euros/mes"
"Municipi","08307","Vilanova i la Geltrú","2021","gener-setembre","930","644,99","> 600 euros/mes"
"Municipi","43169","Vilaplana","2021","gener-setembre","4",,"<= 350 euros/mes"
"Municipi","43170","Vila-rodona","2021","gener-setembre","19","380,45","> 350 i <= 450 euros/mes"
"Municipi","17230","Vila-sacra","2021","gener-setembre","11","455,91","> 450 i <= 600 euros/mes"
"Municipi","25252","Vila-sana","2021","gener-setembre","1",,"> 450 i <= 600 euros/mes"
"Municipi","43171","Vila-seca","2021","gener-setembre","279","491,66","> 450 i <= 600 euros/mes"
"Municipi","08214","Vilassar de Dalt","2021","gener-setembre","118","806,03","> 600 euros/mes"
"Municipi","08219","Vilassar de Mar","2021","gener-setembre","294","856,38","> 600 euros/mes"
"Municipi","17222","Vilaür","2021","gener-setembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","43172","Vilaverd","2021","gener-setembre","1",,"<= 350 euros/mes"
"Municipi","43174","Vilella Baixa, la","2021","gener-setembre","1",,"> 350 i <= 450 euros/mes"
"Municipi","08304","Vilobí del Penedès","2021","gener-setembre","8","856,90","> 600 euros/mes"
"Municipi","17233","Vilobí d'Onyar","2021","gener-setembre","25","597,00","> 450 i <= 600 euros/mes"
"Municipi","17232","Vilopriu","2021","gener-setembre","2",,"> 600 euros/mes"
"Municipi","25253","Vilosell, el","2021","gener-setembre","2",,"> 350 i <= 450 euros/mes"
"Municipi","43176","Vimbodí i Poblet","2021","gener-setembre","9","366,67","> 350 i <= 450 euros/mes"
"Municipi","25255","Vinaixa","2021","gener-setembre","3",,"> 350 i <= 450 euros/mes"
"Municipi","43178","Vinyols i els Arcs","2021","gener-setembre","26","489,45","> 450 i <= 600 euros/mes"
"Municipi","43052","Xerta","2021","gener-setembre","8","386,25","> 350 i <= 450 euros/mes"
"Municipi","08001","Abrera","2020","gener-març","39","693,88","> 650 euros/mes"
"Municipi","25040","Balaguer","2020","gener-desembre","281","360,25","> 350 i <= 500 euros/mes"
"Municipi","25039","Baix Pallars","2020","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","08016","Bagà","2020","gener-desembre","28","355,80","> 350 i <= 500 euros/mes"
"Municipi","08904","Badia del Vallès","2020","gener-desembre","24","281,55","<= 350 euros/mes"
"Municipi","08015","Badalona","2020","gener-desembre","3.068","736,78","> 650 euros/mes"
"Municipi","08013","Avinyonet del Penedès","2020","gener-desembre","12","639,17","> 500 i <= 650 euros/mes"
"Municipi","17012","Avinyonet de Puigventós","2020","gener-desembre","9","790,56","> 650 euros/mes"
"Municipi","08012","Avinyó","2020","gener-desembre","39","446,91","> 350 i <= 500 euros/mes"
"Municipi","08011","Avià","2020","gener-desembre","16","435,31","> 350 i <= 500 euros/mes"
"Municipi","25037","Avellanes i Santa Linya, les","2020","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25036","Aspa","2020","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43019","Ascó","2020","gener-desembre","7","322,86","<= 350 euros/mes"
"Municipi","25034","Artesa de Segre","2020","gener-desembre","54","312,24","<= 350 euros/mes"
"Municipi","25033","Artesa de Lleida","2020","gener-desembre","6","421,67","> 350 i <= 500 euros/mes"
"Municipi","08010","Artés","2020","gener-desembre","110","375,52","> 350 i <= 500 euros/mes"
"Municipi","25032","Arsèguel","2020","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17011","Armentera, l'","2020","gener-desembre","13","519,62","> 500 i <= 650 euros/mes"
"Municipi","08009","Argentona","2020","gener-desembre","172","767,00","> 650 euros/mes"
"Municipi","43017","Argentera, l'","2020","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17010","Argelaguer","2020","gener-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","08007","Arenys de Munt","2020","gener-desembre","155","645,22","> 500 i <= 650 euros/mes"
"Municipi","08006","Arenys de Mar","2020","gener-desembre","329","694,96","> 650 euros/mes"
"Municipi","17009","Arbúcies","2020","gener-desembre","142","398,25","> 350 i <= 500 euros/mes"
"Municipi","43015","Arbolí","2020","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","43016","Arboç, l'","2020","gener-desembre","109","488,80","> 350 i <= 500 euros/mes"
"Municipi","25029","Arbeca","2020","gener-desembre","13","372,69","> 350 i <= 500 euros/mes"
"Municipi","25027","Anglesola","2020","gener-desembre","8","401,88","> 350 i <= 500 euros/mes"
"Municipi","17008","Anglès","2020","gener-desembre","87","492,33","> 350 i <= 500 euros/mes"
"Municipi","43014","Amposta","2020","gener-desembre","232","338,01","<= 350 euros/mes"
"Municipi","43906","Ampolla, l'","2020","gener-desembre","67","432,21","> 350 i <= 500 euros/mes"
"Municipi","08005","Ametlla del Vallès, l'","2020","gener-desembre","66","978,33","> 650 euros/mes"
"Municipi","43013","Ametlla de Mar, l'","2020","gener-desembre","66","380,09","> 350 i <= 500 euros/mes"
"Municipi","17007","Amer","2020","gener-desembre","29","459,48","> 350 i <= 500 euros/mes"
"Municipi","43012","Altafulla","2020","gener-desembre","134","685,11","> 650 euros/mes"
"Municipi","25024","Alt Àneu","2020","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","25023","Alpicat","2020","gener-desembre","27","535,56","> 500 i <= 650 euros/mes"
"Municipi","08004","Alpens","2020","gener-desembre","9","344,44","<= 350 euros/mes"
"Municipi","17006","Alp","2020","gener-desembre","41","502,67","> 500 i <= 650 euros/mes"
"Municipi","43011","Almoster","2020","gener-desembre","8","583,88","> 500 i <= 650 euros/mes"
"Municipi","25021","Almenar","2020","gener-desembre","19","373,95","> 350 i <= 500 euros/mes"
"Municipi","25020","Almatret","2020","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25019","Almacelles","2020","gener-desembre","91","346,84","<= 350 euros/mes"
"Municipi","43010","Alió","2020","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","25017","Alins","2020","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","25016","Alguaire","2020","gener-desembre","31","365,77","> 350 i <= 500 euros/mes"
"Municipi","25015","Algerri","2020","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","43009","Alforja","2020","gener-desembre","18","445,28","> 350 i <= 500 euros/mes"
"Municipi","25013","Alfarràs","2020","gener-desembre","13","342,31","<= 350 euros/mes"
"Municipi","43008","Alfara de Carles","2020","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08003","Alella","2020","gener-desembre","147","1.149,68","> 650 euros/mes"
"Municipi","43007","Aleixar, l'","2020","gener-desembre","7","410,00","> 350 i <= 500 euros/mes"
"Municipi","43006","Aldover","2020","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","43904","Aldea, l'","2020","gener-desembre","46","308,80","<= 350 euros/mes"
"Municipi","43005","Alcover","2020","gener-desembre","31","410,97","> 350 i <= 500 euros/mes"
"Municipi","25012","Alcoletge","2020","gener-desembre","34","443,24","> 350 i <= 500 euros/mes"
"Municipi","25011","Alcarràs","2020","gener-desembre","149","388,04","> 350 i <= 500 euros/mes"
"Municipi","43004","Alcanar","2020","gener-desembre","113","367,84","> 350 i <= 500 euros/mes"
"Municipi","17004","Albons","2020","gener-desembre","12","646,67","> 500 i <= 650 euros/mes"
"Municipi","43003","Albiol, l'","2020","gener-desembre","3",,"> 500 i <= 650 euros/mes"
"Municipi","43002","Albinyana","2020","gener-desembre","16","593,13","> 500 i <= 650 euros/mes"
"Municipi","25009","Albi, l'","2020","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","25008","Albesa","2020","gener-desembre","11","408,27","> 350 i <= 500 euros/mes"
"Municipi","25007","Albatàrrec","2020","gener-desembre","21","385,24","> 350 i <= 500 euros/mes"
"Municipi","17003","Albanyà","2020","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","25006","Albagés, l'","2020","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25005","Alàs i Cerc","2020","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","25004","Alamús, els","2020","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","25038","Aitona","2020","gener-desembre","10","334,00","<= 350 euros/mes"
"Municipi","17002","Aiguaviva","2020","gener-desembre","2",,"> 650 euros/mes"
"Municipi","43001","Aiguamúrcia","2020","gener-desembre","11","448,18","> 350 i <= 500 euros/mes"
"Municipi","08014","Aiguafreda","2020","gener-desembre","69","607,16","> 500 i <= 650 euros/mes"
"Municipi","17001","Agullana","2020","gener-desembre","21","454,76","> 350 i <= 500 euros/mes"
"Municipi","08002","Aguilar de Segarra","2020","gener-desembre","3",,"> 500 i <= 650 euros/mes"
"Municipi","25003","Agramunt","2020","gener-desembre","76","335,60","<= 350 euros/mes"
"Municipi","08001","Abrera","2020","gener-desembre","137","695,85","> 650 euros/mes"
"Municipi","43052","Xerta","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","43178","Vinyols i els Arcs","2020","octubre-desembre","7","503,57","> 500 i <= 650 euros/mes"
"Municipi","43177","Vinebre","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","43176","Vimbodí i Poblet","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","17232","Vilopriu","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","17233","Vilobí d'Onyar","2020","octubre-desembre","13","545,38","> 500 i <= 650 euros/mes"
"Municipi","08304","Vilobí del Penedès","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","08219","Vilassar de Mar","2020","octubre-desembre","94","847,78","> 650 euros/mes"
"Municipi","08214","Vilassar de Dalt","2020","octubre-desembre","31","807,23","> 650 euros/mes"
"Municipi","43171","Vila-seca","2020","octubre-desembre","106","482,11","> 350 i <= 500 euros/mes"
"Municipi","25252","Vila-sana","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","17230","Vila-sacra","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","43170","Vila-rodona","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","43169","Vilaplana","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08307","Vilanova i la Geltrú","2020","octubre-desembre","269","671,40","> 650 euros/mes"
"Municipi","43167","Vilanova d'Escornalbou","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08902","Vilanova del Vallès","2020","octubre-desembre","16","849,78","> 650 euros/mes"
"Municipi","08302","Vilanova del Camí","2020","octubre-desembre","36","402,34","> 350 i <= 500 euros/mes"
"Municipi","25251","Vilanova de Segrià","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08303","Vilanova de Sau","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","25250","Vilanova de Meià","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","25254","Vilanova de la Barca","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","17228","Vilanant","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","17227","Vilamaniscle","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17226","Vilamalla","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","17225","Vilamacolum","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","43166","Vilallonga del Camp","2020","octubre-desembre","14","477,50","> 350 i <= 500 euros/mes"
"Municipi","17224","Vilallonga de Ter","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","08306","Vilalba Sasserra","2020","octubre-desembre","3",,"> 500 i <= 650 euros/mes"
"Municipi","17223","Vilajuïga","2020","octubre-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","25244","Vilagrassa","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","08305","Vilafranca del Penedès","2020","octubre-desembre","191","590,45","> 500 i <= 650 euros/mes"
"Municipi","17221","Vilafant","2020","octubre-desembre","9","527,78","> 500 i <= 650 euros/mes"
"Municipi","17220","Viladrau","2020","octubre-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","17218","Vilademuls","2020","octubre-desembre","5",,"> 500 i <= 650 euros/mes"
"Municipi","08300","Viladecavalls","2020","octubre-desembre","21","752,57","> 650 euros/mes"
"Municipi","08301","Viladecans","2020","octubre-desembre","260","715,80","> 650 euros/mes"
"Municipi","17217","Viladamat","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08299","Vilada","2020","octubre-desembre","6","436,67","> 350 i <= 500 euros/mes"
"Municipi","17215","Vilablareix","2020","octubre-desembre","11","817,73","> 650 euros/mes"
"Municipi","17214","Vilabertran","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","43165","Vilabella","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","25243","Vielha e Mijaran","2020","octubre-desembre","13","575,77","> 500 i <= 650 euros/mes"
"Municipi","17213","Vidreres","2020","octubre-desembre","18","736,67","> 650 euros/mes"
"Municipi","17212","Vidrà","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08298","Vic","2020","octubre-desembre","279","550,41","> 500 i <= 650 euros/mes"
"Municipi","43164","Vespella de Gaià","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17211","Verges","2020","octubre-desembre","6","460,00","> 350 i <= 500 euros/mes"
"Municipi","17210","Ventalló","2020","octubre-desembre","4",,"> 650 euros/mes"
"Municipi","43163","Vendrell, el","2020","octubre-desembre","252","504,21","> 500 i <= 650 euros/mes"
"Municipi","08297","Veciana","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","43162","Vandellòs i l'Hospitalet de l'Infant","2020","octubre-desembre","19","484,21","> 350 i <= 500 euros/mes"
"Municipi","25239","Valls de Valira, les","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","43161","Valls","2020","octubre-desembre","114","431,37","> 350 i <= 500 euros/mes"
"Municipi","08296","Vallromanes","2020","octubre-desembre","11","1.079,82","> 650 euros/mes"
"Municipi","43160","Vallmoll","2020","octubre-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","17209","Vall-llobrega","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08295","Vallirana","2020","octubre-desembre","38","765,47","> 650 euros/mes"
"Municipi","08294","Vallgorguina","2020","octubre-desembre","11","813,64","> 650 euros/mes"
"Municipi","17170","Vallfogona de Ripollès","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","25240","Vallfogona de Balaguer","2020","octubre-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","43158","Vallclara","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","25238","Vallbona de les Monges","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08292","Vallbona d'Anoia","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","17207","Vall d'en Bas, la","2020","octubre-desembre","11","554,73","> 500 i <= 650 euros/mes"
"Municipi","25043","Vall de Boí, la","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17208","Vall de Bianya, la","2020","octubre-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","17014","Vajol, la","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","08291","Vacarisses","2020","octubre-desembre","9","887,78","> 650 euros/mes"
"Municipi","17206","Urús","2020","octubre-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","17203","Ultramort","2020","octubre-desembre","4",,"> 650 euros/mes"
"Municipi","43157","Ulldemolins","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","43156","Ulldecona","2020","octubre-desembre","22","323,41","<= 350 euros/mes"
"Municipi","17205","Ullastret","2020","octubre-desembre","2",,"> 650 euros/mes"
"Municipi","08290","Ullastrell","2020","octubre-desembre","5",,"> 650 euros/mes"
"Municipi","17204","Ullà","2020","octubre-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","25234","Tremp","2020","octubre-desembre","24","357,92","> 350 i <= 500 euros/mes"
"Municipi","17202","Tossa de Mar","2020","octubre-desembre","31","583,39","> 500 i <= 650 euros/mes"
"Municipi","17201","Toses","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","43155","Tortosa","2020","octubre-desembre","232","367,18","> 350 i <= 500 euros/mes"
"Municipi","17200","Tortellà","2020","octubre-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","17199","Torroella de Montgrí","2020","octubre-desembre","53","484,64","> 350 i <= 500 euros/mes"
"Municipi","17198","Torroella de Fluvià","2020","octubre-desembre","8","656,25","> 650 euros/mes"
"Municipi","25232","Torres de Segre","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","08289","Torrelles de Llobregat","2020","octubre-desembre","15","795,44","> 650 euros/mes"
"Municipi","08288","Torrelles de Foix","2020","octubre-desembre","12","451,51","> 350 i <= 500 euros/mes"
"Municipi","08287","Torrelavit","2020","octubre-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","25231","Torrelameu","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","25230","Torregrossa","2020","octubre-desembre","3",,"<= 350 euros/mes"
"Municipi","25907","Torrefeta i Florejacs","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","25228","Torrefarrera","2020","octubre-desembre","12","555,83","> 500 i <= 650 euros/mes"
"Municipi","43153","Torredembarra","2020","octubre-desembre","129","534,22","> 500 i <= 650 euros/mes"
"Municipi","08286","Torre de Claramunt, la","2020","octubre-desembre","8","610,00","> 500 i <= 650 euros/mes"
"Municipi","25227","Torre de Cabdella, la","2020","octubre-desembre","4",,"<= 350 euros/mes"
"Municipi","25225","Tornabous","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","08285","Torelló","2020","octubre-desembre","68","459,59","> 350 i <= 500 euros/mes"
"Municipi","08284","Tordera","2020","octubre-desembre","37","507,76","> 500 i <= 650 euros/mes"
"Municipi","25223","Torà","2020","octubre-desembre","9","300,00","<= 350 euros/mes"
"Municipi","08283","Tona","2020","octubre-desembre","38","560,02","> 500 i <= 650 euros/mes"
"Municipi","43150","Tivissa","2020","octubre-desembre","4",,"<= 350 euros/mes"
"Municipi","08282","Tiana","2020","octubre-desembre","32","1.117,65","> 650 euros/mes"
"Municipi","08279","Terrassa","2020","octubre-desembre","1.188","604,03","> 500 i <= 650 euros/mes"
"Municipi","17196","Terrades","2020","octubre-desembre","5",,"> 500 i <= 650 euros/mes"
"Municipi","25220","Térmens","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08281","Teià","2020","octubre-desembre","17","871,09","> 650 euros/mes"
"Municipi","08280","Tavertet","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08275","Tavèrnoles","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","25219","Tarroja de Segarra","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","25217","Tàrrega","2020","octubre-desembre","69","358,16","> 350 i <= 500 euros/mes"
"Municipi","43148","Tarragona","2020","octubre-desembre","848","551,20","> 500 i <= 650 euros/mes"
"Municipi","08278","Taradell","2020","octubre-desembre","30","523,56","> 500 i <= 650 euros/mes"
"Municipi","17195","Tallada d'Empordà, la","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","25215","Talarn","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","08276","Tagamanent","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","08274","Súria","2020","octubre-desembre","19","447,79","> 350 i <= 500 euros/mes"
"Municipi","25212","Sunyer","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","25211","Sudanell","2020","octubre-desembre","3",,"<= 350 euros/mes"
